,POS,points,first name,last name,age,country,liga,club,id,comp,place,date,category,weapon,gender,event,type,Poule,poule_order,PVICT,PTD,PTR,PIND,PT-DIFF,rank_poule,p_matches,p1_td,p1_tr,p1_result,p1_opp_id,p2_td,p2_tr,p2_result,p2_opp_id,p3_td,p3_tr,p3_result,p3_opp_id,p4_td,p4_tr,p4_result,p4_opp_id,p5_td,p5_tr,p5_result,p5_opp_id,td_t32,tr_t32,match_dif_t32,match_res_t32,t32_opp_id,td_t16,tr_t16,match_dif_t16,match_res_t16,t16_opp_id,td_t8,tr_t8,match_dif_t8,match_res_t8,t8_opp_id,td_semi,tr_semi,match_dif_semi,match_res_semi,semi_opp_id,td_final,tr_final,match_dif_final,match_res_final,final_opp_id,name,PMTR,PMTD,PMT-DIFF,TTR,TTD,TMT-DIFF,PM1V%,PM1&2V%,TMV,p6_td,p6_tr,p6_result,p6_opp_id,td_t64,tr_t64,match_dif_t64,match_res_t64,t64_opp_id,p7_td,p7_tr,p7_result,p7_opp_id,p8_td,p8_tr,p8_result,p8_opp_id
2693,5,14,MARIA JOSE,GUTIERREZ GUARIN,16,COLOMBIA,TOLIMA,Club Deportivo SAS,627,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,S,F,I,NAL,1,5,3,19,12,0.6,7,3,5,5,0,1,345,5,1,1,1971,4,5,0,1427,0,5,0,2632,5,1,1,1295,,,,,,15,6,9,1,1295,6,15,-9,0,1427,,,,,,,,,,,MARIA JOSE GUTIERREZ GUARIN,2.4,3.8,1.4,8.85,10.95,2.1,1,1,1,,,,,,,,,,,,,,,,,
2694,6,14,MARIBEL,ARRECHEA GÓMEZ,19,COLOMBIA,VALLE,Club de Esgrima Buenaventura,3069,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,S,F,I,NAL,2,6,1,12,22,0.2,-10,4,5,1,5,0,669,5,2,1,607,3,5,0,630,2,5,0,142,1,5,0,1231,,,,,,15,10,5,1,607,10,15,-5,0,2632,,,,,,,,,,,MARIBEL ARRECHEA GÓMEZ,4.4,2.4,-2,12.85,9.85,-3,0,0,1,,,,,,,,,,,,,,,,,
2695,7,14,MARIANA,GAMBOA ANDRADE,18,COLOMBIA,TOLIMA,Club Deportivo SAS,630,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,S,F,I,NAL,2,1,1,11,23,0.2,-12,6,5,1,5,0,607,4,5,0,1231,5,3,1,3069,0,5,0,669,1,5,0,142,,,,,,15,13,2,1,345,6,15,-9,0,142,,,,,,,,,,,MARIANA GAMBOA ANDRADE,4.6,2.2,-2.4,13.9,8.55,-5.35,0,0,1,,,,,,,,,,,,,,,,,
2696,8,14,VALENTINA,LONDOÑO GONZALEZ,17,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,1971,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,S,F,I,NAL,1,4,1,10,23,0.2,-13,5,5,0,5,0,1427,1,5,0,627,5,3,1,1295,3,5,0,345,1,5,0,2632,,,,,,15,11,4,1,1231,13,15,-2,0,669,,,,,,,,,,,VALENTINA LONDOÑO GONZALEZ,4.6,2,-2.6,13.4,10,-3.4,0,0,1,,,,,,,,,,,,,,,,,
2697,9,8,LUISA FERNANDA,ZAPATA ZAPATA,20,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,1231,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,S,F,I,NAL,2,3,3,21,15,0.6,6,3,5,3,5,0,142,5,4,1,630,3,5,0,669,5,0,1,607,5,1,1,3069,,,,,,11,15,-4,0,1971,,,,,,,,,,,,,,,,LUISA FERNANDA ZAPATA ZAPATA,3,4.2,1.2,11,12.0666666666667,1.06666666666667,0,0,0,,,,,,,,,,,,,,,,,
2698,10,8,LUISA MARIA,CHOACHI GOMEZ,18,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,345,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,S,F,I,NAL,1,6,2,15,20,0.4,-5,4,5,0,5,0,627,5,2,1,1295,4,5,0,2632,5,3,1,1971,1,5,0,1427,,,,,,13,15,-2,0,630,,,,,,,,,,,,,,,,LUISA MARIA CHOACHI GOMEZ,4,3,-1,13,10.3333333333333,-2.66666666666667,0,0,0,,,,,,,,,,,,,,,,,
2699,11,8,ISABELLA,TRIANA REYES,15,COLOMBIA,TOLIMA,Club Deportivo SAS,607,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,S,F,I,NAL,2,2,1,10,21,0.2,-11,5,5,5,1,1,630,2,5,0,3069,3,5,0,142,0,5,0,1231,0,5,0,669,,,,,,10,15,-5,0,3069,,,,,,,,,,,,,,,,ISABELLA TRIANA REYES,4.2,2,-2.2,13.4,7.33333333333333,-6.06666666666667,1,0,0,,,,,,,,,,,,,,,,,
2700,12,8,TATIANA,RIOS MORA,15,COLOMBIA,BOGOTA,MOSQUETEROS,1295,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,S,F,I,NAL,1,2,0,10,25,0,-15,6,5,0,5,0,2632,2,5,0,345,3,5,0,1971,4,5,0,1427,1,5,0,627,,,,,,6,15,-9,0,627,,,,,,,,,,,,,,,,TATIANA RIOS MORA,5,2,-3,15,6,-9,0,0,0,,,,,,,,,,,,,,,,,
2701,1,32,ALEX STEVEN,ROBERTO NAGLES,19,COLOMBIA,VALLE,Club Olga Quevedo,1118,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,2,4,4,19,7,1,12,1,4,5,1,1,2697,5,3,1,119,5,0,1,2523,4,3,1,1993,,,,,,,,,,,,,,,15,9,6,1,119,15,10,5,1,405,12,11,1,1,1196,ALEX STEVEN ROBERTO NAGLES,1.75,4.75,3,7.75,13.15,5.4,1,1,3,,,,,,,,,,,,,,,,,
2702,2,26,JUAN ANDRES,CASTILLO GUTIERREZ,21,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,1196,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,3,4,2,12,7,0.666666666666667,5,2,3,3,1,1,1102,4,5,0,3181,5,1,1,181,,,,,,,,,,,,,,15,5,10,1,402,15,6,9,1,1023,15,5,10,1,3181,11,12,-1,0,1118,JUAN ANDRES CASTILLO GUTIERREZ,2.33333333333333,4,1.66666666666667,6.22222222222222,12,5.77777777777778,1,0,3,,,,,,,,,,,,,,,,,
2703,3,20,JOHAN ALESSANDRO,ACHURRA GAVIRIA,15,PANAMÁ,PANAMA,panamaclub,3181,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,3,2,3,15,4,1,11,1,3,5,0,1,181,5,4,1,1196,5,0,1,1102,,,,,,,,,,,,,,,,,,,15,14,1,1,658,5,15,-10,0,1196,,,,,,JOHAN ALESSANDRO ACHURRA GAVIRIA,1.33333333333333,5,3.66666666666667,8.58333333333333,10,1.41666666666667,1,1,1,,,,,,,,,,,,,,,,,
2704,3,20,SIMON,LOMBANA MARTINEZ,19,COLOMBIA,BOGOTA,Club Deportivo Braveness,405,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,1,5,3,18,11,0.75,7,2,4,3,5,0,1023,5,2,1,1599,5,0,1,402,5,4,1,658,,,,,,,,,,15,8,7,1,1599,15,7,8,1,1993,10,15,-5,0,1118,,,,,,SIMON LOMBANA MARTINEZ,2.75,4.5,1.75,8.75,12.5,3.75,0,0,2,,,,,,,,,,,,,,,,,
2705,5,14,ENRIQUE ANDRES,RAMIREZ MOLINA,20,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,1023,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,1,1,4,20,14,1,6,1,4,5,3,1,402,5,3,1,405,5,4,1,658,5,4,1,1599,,,,,,,,,,15,12,3,1,2523,6,15,-9,0,1196,,,,,,,,,,,ENRIQUE ANDRES RAMIREZ MOLINA,3.5,5,1.5,11.125,11.5,0.375,1,1,1,,,,,,,,,,,,,,,,,
2706,6,14,JORGE ANDRÉS,PINZÓN GUERRA,19,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,1993,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,2,2,3,18,10,0.75,8,2,4,5,4,1,2523,5,2,1,2697,5,0,1,119,3,4,0,1118,,,,,,,,,,15,12,3,1,1102,7,15,-8,0,405,,,,,,,,,,,JORGE ANDRÉS PINZÓN GUERRA,2.5,4.5,2,9.875,11.125,1.25,1,1,1,,,,,,,,,,,,,,,,,
2707,7,14,PABLO ANDRES,ZAPATA ROJAS,20,COLOMBIA,RISARALDA,club deportivo Sables de Paz,658,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,1,3,2,18,14,0.5,4,3,4,5,2,1,1599,5,2,1,402,4,5,0,1023,4,5,0,405,,,,,,,,,,15,9,6,1,2697,14,15,-1,0,3181,,,,,,,,,,,PABLO ANDRES ZAPATA ROJAS,3.5,4.5,1,10.375,12.875,2.5,1,1,1,,,,,,,,,,,,,,,,,
2708,8,14,NIKOLAI FELIPE,TORRES MARTINEZ,17,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,119,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,2,5,2,13,13,0.5,0,3,4,5,0,1,2523,3,5,0,1118,0,5,0,1993,5,3,1,2697,,,,,,,,,,15,13,2,1,181,9,15,-6,0,1118,,,,,,,,,,,NIKOLAI FELIPE TORRES MARTINEZ,3.25,3.25,0,11.0625,10.0625,-1,1,0,1,,,,,,,,,,,,,,,,,
2709,9,8,JUAN DIEGO,RAMIREZ QUINTERO,21,COLOMBIA,CUNDINAMARCA,CLUB DE ESGRIMA SALA DE ARMAS MONTEPINCIO,181,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,3,3,1,6,12,0.333333333333333,-6,3,3,0,5,0,3181,5,2,1,1102,1,5,0,1196,,,,,,,,,,,,,,13,15,-2,0,119,,,,,,,,,,,,,,,,JUAN DIEGO RAMIREZ QUINTERO,4,2,-2,10.3333333333333,7,-3.33333333333333,0,0,0,,,,,,,,,,,,,,,,,
2710,10,8,JERONIMO,AVELLA DE LA ROSA,15,COLOMBIA,BOGOTA,Club Deportivo Braveness,2697,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,2,3,1,11,17,0.25,-6,4,4,1,5,0,1118,2,5,0,1993,5,2,1,2523,3,5,0,119,,,,,,,,,,9,15,-6,0,658,,,,,,,,,,,,,,,,JERONIMO AVELLA DE LA ROSA,4.25,2.75,-1.5,12.0833333333333,7.58333333333333,-4.5,0,0,0,,,,,,,,,,,,,,,,,
2711,11,8,MANUEL JOSE,MUÑOZ BONILLA,15,COLOMBIA,VALLE,Pothos Club,402,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,1,2,1,10,19,0.25,-9,4,4,3,5,0,1023,2,5,0,658,0,5,0,405,5,4,1,1599,,,,,,,,,,5,15,-10,0,1196,,,,,,,,,,,,,,,,MANUEL JOSE MUÑOZ BONILLA,4.75,2.5,-2.25,12.9166666666667,5.83333333333333,-7.08333333333333,0,0,0,,,,,,,,,,,,,,,,,
2712,12,8,JUAN MANUEL,HERNANDEZ JARAMILLO,15,COLOMBIA,BOGOTA,CLUB ACADEMIA SABRE D´OR,1599,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,1,4,0,12,20,0,-8,5,4,2,5,0,658,2,5,0,405,4,5,0,1023,4,5,0,402,,,,,,,,,,8,15,-7,0,405,,,,,,,,,,,,,,,,JUAN MANUEL HERNANDEZ JARAMILLO,5,3,-2,13.3333333333333,7.66666666666667,-5.66666666666667,0,0,0,,,,,,,,,,,,,,,,,
2713,13,8,JORGE DAVID,GARCIA LOPEZ,15,COLOMBIA,BOGOTA,CLUB ACADEMIA SABRE D´OR,1102,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,3,1,0,3,13,0,-10,4,3,1,3,0,1196,2,5,0,181,0,5,0,3181,,,,,,,,,,,,,,12,15,-3,0,1993,,,,,,,,,,,,,,,,JORGE DAVID GARCIA LOPEZ,4.33333333333333,1,-3.33333333333333,10.7777777777778,5.33333333333333,-5.44444444444445,0,0,0,,,,,,,,,,,,,,,,,
2714,14,8,JOSE MAURICIO,PORTOCARRERO SALAZAR,20,COLOMBIA,VALLE,Club de Esgrima Buenaventura,2523,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,M,I,NAL,2,1,0,6,20,0,-14,5,4,4,5,0,1993,0,5,0,119,2,5,0,2697,0,5,0,1118,,,,,,,,,,12,15,-3,0,1023,,,,,,,,,,,,,,,,JOSE MAURICIO PORTOCARRERO SALAZAR,5,1.5,-3.5,13.3333333333333,6.5,-6.83333333333333,0,0,0,,,,,,,,,,,,,,,,,
2715,1,32,MARIA DE LOS ANGELES,JARAMILLO QUEVEDO,20,COLOMBIA,VALLE,Club Olga Quevedo,1141,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,1,1,4,20,9,1,11,1,4,5,2,1,1318,5,3,1,249,5,3,1,920,5,1,1,2893,,,,,,,,,,15,6,9,1,274,15,13,2,1,920,15,6,9,1,924,15,10,5,1,501,MARIA DE LOS ANGELES JARAMILLO QUEVEDO,2.25,5,2.75,7.70833333333333,14.1666666666667,6.45833333333333,1,1,4,,,,,,,,,,,,,,,,,
2716,2,26,VALENTINA,TRIANA CEBALLOS,18,COLOMBIA,VALLE,Club Olga Quevedo,501,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,2,5,3,16,7,0.75,9,2,4,5,1,1,310,1,5,0,941,5,1,1,274,5,0,1,2903,,,,,,,,,,15,3,12,1,2903,15,7,8,1,1488,15,8,7,1,941,10,15,-5,0,1141,VALENTINA TRIANA CEBALLOS,1.75,4,2.25,6.95833333333333,12.5,5.54166666666667,1,0,3,,,,,,,,,,,,,,,,,
2717,3,20,CARMEN ANDREA,CORREA SANTA,17,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,941,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,2,4,4,20,5,1,15,1,4,5,0,1,2903,5,1,1,501,5,2,1,310,5,2,1,274,,,,,,,,,,,,,,,15,12,3,1,310,8,15,-7,0,501,,,,,,CARMEN ANDREA CORREA SANTA,1.25,5,3.75,8.3125,12,3.6875,1,1,1,,,,,,,,,,,,,,,,,
2718,3,20,ALEJANDRA,PIEDRAHITA GOMEZ,18,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,924,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,3,3,4,19,9,1,10,1,4,4,3,1,1488,5,3,1,1101,5,3,1,3185,5,0,1,3070,,,,,,,,,,15,9,6,1,2893,15,11,4,1,249,6,15,-9,0,1141,,,,,,ALEJANDRA PIEDRAHITA GOMEZ,2.25,4.75,2.5,9.25,11.95,2.7,1,1,2,,,,,,,,,,,,,,,,,
2719,5,14,PAULA ISABELLA,CASTRO NIAMPIRA,16,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,1488,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,3,4,3,18,9,0.75,9,2,4,3,4,0,924,5,3,1,3070,5,1,1,3185,5,1,1,1101,,,,,,,,,,15,4,11,1,1101,7,15,-8,0,501,,,,,,,,,,,PAULA ISABELLA CASTRO NIAMPIRA,2.25,4.5,2.25,7.5625,11.125,3.5625,0,0,1,,,,,,,,,,,,,,,,,
2720,6,14,ISABELLA,GONZALEZ RODRÍGUEZ,15,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,249,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,1,5,3,18,10,0.75,8,2,4,3,5,0,1141,5,2,1,2893,5,1,1,1318,5,2,1,920,,,,,,,,,,15,9,6,1,3070,11,15,-4,0,924,,,,,,,,,,,ISABELLA GONZALEZ RODRÍGUEZ,2.5,4.5,2,9.125,12.125,3,0,0,1,,,,,,,,,,,,,,,,,
2721,7,14,CLAUDIA PATRICIA,MINA LOZANO,20,COLOMBIA,VALLE,VENCEDORES,920,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,1,3,2,15,14,0.5,1,3,4,5,1,1,2893,5,3,1,1318,3,5,0,1141,2,5,0,249,,,,,,,,,,15,11,4,1,1318,13,15,-2,0,1141,,,,,,,,,,,CLAUDIA PATRICIA MINA LOZANO,3.5,3.75,0.25,10.875,11.6875,0.8125,1,1,1,,,,,,,,,,,,,,,,,
2722,8,14,VALENTINA,QUEVEDO RODRIGUEZ,20,COLOMBIA,CUNDINAMARCA,CLUB ARAMIS,310,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,2,1,2,12,14,0.5,-2,3,4,4,2,1,274,1,5,0,501,5,2,1,2903,2,5,0,941,,,,,,,,,,15,10,5,1,3185,12,15,-3,0,941,,,,,,,,,,,VALENTINA QUEVEDO RODRIGUEZ,3.5,3,-0.5,10.625,10.5,-0.125,1,0,1,,,,,,,,,,,,,,,,,
2723,9,8,MARIELITZA CARIDAD,CASTILLO GOULDBOURNE,15,PANAMÁ,PANAMA,panamaclub,3185,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,3,1,2,14,16,0.5,-2,3,4,5,4,1,1101,5,2,1,3070,3,5,0,924,1,5,0,1488,,,,,,,,,,10,15,-5,0,310,,,,,,,,,,,,,,,,MARIELITZA CARIDAD CASTILLO GOULDBOURNE,4,3.5,-0.5,11.6666666666667,9.16666666666667,-2.5,1,1,0,,,,,,,,,,,,,,,,,
2724,10,8,IVANA GABRIELA,CANO JIMÉNEZ,15,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,1318,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,1,2,1,11,18,0.25,-7,4,4,2,5,0,1141,3,5,0,920,1,5,0,249,5,3,1,2893,,,,,,,,,,11,15,-4,0,920,,,,,,,,,,,,,,,,IVANA GABRIELA CANO JIMÉNEZ,4.5,2.75,-1.75,12.5,8.25,-4.25,0,0,0,,,,,,,,,,,,,,,,,
2725,11,8,NATY MILENA,ANGULO GARCES,19,COLOMBIA,VALLE,Club de Esgrima Buenaventura,3070,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,3,5,1,10,19,0.25,-9,4,4,2,5,0,3185,3,5,0,1488,5,4,1,1101,0,5,0,924,,,,,,,,,,9,15,-6,0,249,,,,,,,,,,,,,,,,NATY MILENA ANGULO GARCES,4.75,2.5,-2.25,12.9166666666667,7.16666666666667,-5.75,0,0,0,,,,,,,,,,,,,,,,,
2726,12,8,MANUELA,CARDONA GONZALEZ,18,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,2903,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,2,3,1,7,16,0.25,-9,4,4,0,5,0,941,5,1,1,274,2,5,0,310,0,5,0,501,,,,,,,,,,3,15,-12,0,501,,,,,,,,,,,,,,,,MANUELA CARDONA GONZALEZ,4,1.75,-2.25,11.6666666666667,3.91666666666667,-7.75,0,0,0,,,,,,,,,,,,,,,,,
2727,13,8,SOPHIA ALEJANDRA,ROJAS LOPEZ,19,COLOMBIA,BOGOTA,MOSQUETEROS,1101,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,3,2,0,12,20,0,-8,5,4,4,5,0,3185,3,5,0,924,4,5,0,3070,1,5,0,1488,,,,,,,,,,4,15,-11,0,1488,,,,,,,,,,,,,,,,SOPHIA ALEJANDRA ROJAS LOPEZ,5,3,-2,13.3333333333333,6.33333333333333,-7,0,0,0,,,,,,,,,,,,,,,,,
2728,14,8,SOFIA,ZULUAGA ZULUAGA,15,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,2893,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,1,4,0,7,20,0,-13,5,4,1,5,0,920,2,5,0,249,1,5,0,1141,3,5,0,1318,,,,,,,,,,9,15,-6,0,924,,,,,,,,,,,,,,,,SOFIA ZULUAGA ZULUAGA,5,1.75,-3.25,13.3333333333333,5.91666666666667,-7.41666666666667,0,0,0,,,,,,,,,,,,,,,,,
2729,15,8,NATALIA SOFIA,VALDERRAMA ALVARADO,19,COLOMBIA,BOGOTA,Club Deportivo Braveness,274,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,E,F,I,NAL,2,2,0,6,19,0,-13,5,4,2,4,0,310,1,5,0,2903,1,5,0,501,2,5,0,941,,,,,,,,,,6,15,-9,0,1141,,,,,,,,,,,,,,,,NATALIA SOFIA VALDERRAMA ALVARADO,4.75,1.5,-3.25,12.9166666666667,4.5,-8.41666666666667,0,0,0,,,,,,,,,,,,,,,,,
2730,1,32,MIGUEL ANGEL,GRAJALES MENA,21,COLOMBIA,VALLE,Pothos Club,476,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,F,M,I,NAL,1,3,4,20,1,1,19,1,4,5,0,1,954,5,1,1,726,5,0,1,466,5,0,1,1105,,,,,,,,,,,,,,,15,8,7,1,954,15,3,12,1,465,15,4,11,1,765,MIGUEL ANGEL GRAJALES MENA,0.25,5,4.75,3.25,14,10.75,1,1,3,,,,,,,,,,,,,,,,,
2731,2,26,ALEJANDRO,BOLAÑOS CAMACHO,18,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,765,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,F,M,I,NAL,2,5,4,20,11,1,9,1,4,5,0,1,133,5,3,1,2327,5,4,1,935,5,4,1,718,,,,,,,,,,15,12,3,1,854,15,6,9,1,466,15,13,2,1,276,4,15,-11,0,476,ALEJANDRO BOLAÑOS CAMACHO,2.75,5,2.25,9.95833333333333,12.3333333333333,2.375,1,1,3,,,,,,,,,,,,,,,,,
2732,3,20,JUAN DAVID,SANCHEZ MONTOYA,20,COLOMBIA,TOLIMA,Club Deportivo de Esgrima,465,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,F,M,I,NAL,3,3,3,18,10,0.75,8,2,4,5,1,1,2325,3,5,0,950,5,2,1,854,5,2,1,276,,,,,,,,,,15,3,12,1,2325,15,5,10,1,133,3,15,-12,0,476,,,,,,JUAN DAVID SANCHEZ MONTOYA,2.5,4.5,2,7.1,11.1,4,1,0,2,,,,,,,,,,,,,,,,,
2733,3,20,TOMÁS,VARGAS ESCOBAR,20,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,276,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,F,M,I,NAL,3,5,1,13,17,0.25,-4,3,4,5,2,1,854,3,5,0,2325,3,5,0,950,2,5,0,465,,,,,,,,,,15,7,8,1,726,15,6,9,1,950,13,15,-2,0,765,,,,,,TOMÁS VARGAS ESCOBAR,4.25,3.25,-1,9.85,11.85,2,1,0,2,,,,,,,,,,,,,,,,,
2734,5,14,MIGUEL ANGEL,REINA AGUIRRE,15,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,950,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,F,M,I,NAL,3,2,4,20,10,1,10,1,4,5,2,1,854,5,3,1,465,5,3,1,276,5,2,1,2325,,,,,,,,,,15,5,10,1,1105,6,15,-9,0,276,,,,,,,,,,,MIGUEL ANGEL REINA AGUIRRE,2.5,5,2.5,8.125,11.5,3.375,1,1,1,,,,,,,,,,,,,,,,,
2735,6,14,JOSÉ SANTIAGO,BONILLA CRIOLLO,20,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,133,"III Copa Nal Abierta Interligas e Interclubes categorías Precadetes, Cadete, Juvenil y Mayores Individual Equipos",Bogotá,2021-09-03,J,F,M,I,NAL,2,1,3,15,12,0.75,3,2,4,5,0,1,935,0,5,0,765,5,4,1,718,5,3,1,2327,,,,,,,,,,15,8,7,1,935,5,15,-10,0,465,,,,,,,,,,,JOSÉ SANTIAGO BONILLA CRIOLLO,3,3.75,0.75,9.5,9.6875,0.1875,1,0,1,,,,,,,,,,,,,,,,,
